 --------------------------------------------------
 Mach Number =   0.29999999999999999     
 --------------------------------------------------
    alpha(deg)                CL                        CD                        Cm
   158.00000000000000       0.30895584724899045      -0.14830955323780784      -0.10846268769843721     
   159.00000000000000       0.28597750422471163      -0.13033540037331409       -9.9263509986561818E-002
   160.00000000000000       0.26331232994840209      -0.11370849489898235       -9.0414094515262486E-002
   160.99999999999997       0.24105322988566896       -9.8413814981442624E-002  -8.1925246080831571E-002
   162.00000000000000       0.21929200672915442       -8.4430225453507576E-002  -7.3807327427146671E-002
   163.00000000000000       0.19811892636906173       -7.1730532042272727E-002  -6.6070246939297486E-002
   164.00000000000000       0.17762228687797899       -6.0281568099872125E-002  -5.8723446855154515E-002
   164.99999999999997       0.15788799306282689       -5.0044313646530468E-002  -5.1775892013069424E-002
   166.00000000000003       0.13899913912184356       -4.0974046327382864E-002  -4.5236059152840839E-002
   167.00000000000000       0.12103560191186967       -3.3020523678366873E-002  -3.9111926786054914E-002
   168.00000000000000       0.10407364728172798       -2.6128195892513494E-002  -3.3410965650899585E-002
   169.00000000000000        8.8185551860598357E-002  -2.0236448079226550E-002  -2.8140129765548787E-002
   170.00000000000000        7.3439242607111141E-002  -1.5279870815717527E-002  -2.3305848093228675E-002
   171.00000000000000        5.9897956325726726E-002  -1.1188557603633468E-002  -1.8914016831093783E-002
   172.00000000000000        4.7619921242189840E-002  -7.8884276667271838E-003  -1.4969992334077120E-002
   173.00000000000000        3.6658062600906573E-002  -5.3015723577203525E-003  -1.1478584683913088E-002
   174.00000000000000        2.7059734103897896E-002  -3.3466232860333341E-003  -8.4440519125790169E-003
   174.99999999999997        1.8866476855703737E-002  -1.9391401339861945E-003  -5.8700948884478242E-003
   175.99999999999997        1.2113807311080483E-002  -9.9201599789507599E-004  -3.7598528725065043E-003
   177.00000000000003        6.8310355447206332E-003  -4.1589797391976383E-004  -2.1158997510515188E-003
   178.00000000000000        3.0411149751390955E-003  -1.1962060672008202E-004  -9.4024095034128414E-004
   179.00000000000000        7.6052447998020461E-004  -1.0649733177476426E-005  -2.3431103775661106E-004
   180.00000000000000       -8.1636172385241107E-007   4.4658160260961662E-006   1.0279869046124578E-006
 --------------------------------------------------
 Mach Number =   0.69999999999999996     
 --------------------------------------------------
    alpha(deg)                CL                        CD                        Cm
  -180.00000000000000        9.8741795323237700E-007   1.5515087939548667E-006  -2.9381022374707504E-008
  -179.00000000000000       -9.2787914209017789E-004  -1.8560279148738184E-005   2.8728008515374972E-004
  -178.00000000000000       -3.7100499191794496E-003  -1.6050106047263830E-004   1.1488642936968226E-003
  -177.00000000000003       -8.3318978434168481E-003  -5.4545341753428427E-004   2.5836734857113985E-003
  -175.99999999999997       -1.4770797799895612E-002  -1.2932610772513717E-003   4.5899595091542832E-003
  -174.99999999999997       -2.2995256762016660E-002  -2.5217701667765678E-003   7.1652779477762250E-003
  -174.00000000000000       -3.2965094744827159E-002  -4.3461830315582751E-003   1.0306491098233820E-002
  -173.00000000000000       -4.4631675366877614E-002  -6.8784286662004219E-003   1.4009771791730461E-002
  -172.00000000000000       -5.7938184477616901E-002  -1.0226553692289433E-002   1.8270608055511312E-002
  -171.00000000000000       -7.2819954987496271E-002  -1.4494137672808580E-002   2.3083808608513237E-002
  -170.00000000000000       -8.9204835731256593E-002  -1.9779736382397221E-002   2.8443509184455738E-002
  -169.00000000000000      -0.10701360190425201       -2.6176356456871473E-002   3.4343179674641247E-002
  -168.00000000000000      -0.12616040433830772       -3.3770964625599885E-002   4.0775632081736859E-002
  -167.00000000000000      -0.14655325463070287       -4.2644034488862677E-002   4.7733029274817422E-002
  -166.00000000000003      -0.16809454290780829       -5.2869133540131313E-002   5.5206894534967473E-002
  -164.99999999999997      -0.19068158479670674       -6.4512552852534127E-002   6.3188121879774670E-002
  -164.00000000000000      -0.21420719399416488       -7.7632981552106392E-002   7.1666987154095196E-002
  -163.00000000000000      -0.23856027666465929       -9.2281227889249098E-002   8.0633159873528523E-002
  -162.00000000000000      -0.26362644376846239      -0.10849998839685335        9.0075715806121254E-002
  -160.99999999999997      -0.28928863731812576      -0.12632366629115593        9.9983150276910751E-002
  -160.00000000000000      -0.31542776648779980      -0.14577823993177841       0.11034339217903281     
  -159.00000000000000      -0.34192334945498554      -0.16688118181340941       0.12114381867425199     
  -158.00000000000000      -0.36865415683906849      -0.18964142821533722       0.13237127056491868     
  -156.99999999999997      -0.39549885261505785      -0.21405939928935558       0.14401206831853558     
  -156.00000000000000      -0.42233662842452097      -0.24012706902409944       0.15605202872530960     
  -155.00000000000000      -0.44904782727805748      -0.26782808418636372       0.16847648216827918     
  -154.00000000000003      -0.47551455274438109      -0.29713793101120561       0.18127029048485249     
  -153.00000000000000      -0.50162125984923067      -0.32802414809355673       0.19441786539785486     
  -152.00000000000000      -0.52725532406229181      -0.36044658362799209       0.20790318749347492     
  -151.00000000000000      -0.55230758492986853      -0.39435769485231076       0.22170982572281700     
  -150.00000000000003      -0.57667286111537763      -0.42970288727617650       0.23582095740311271     
  -149.00000000000000      -0.60025043383544940      -0.46642089102094209       0.25021938869400329     
  -148.00000000000000      -0.62294449592656398      -0.50444417136261244       0.26488757552372139     
  -147.00000000000000      -0.64466456404209505      -0.54369937035769311       0.27980764493941518     
  -146.00000000000000      -0.66532585176217807      -0.58410777624412258       0.29496141685531202     
  -145.00000000000000      -0.68484960169485676      -0.62558581714688288       0.31033042617191431     
  -144.00000000000000      -0.70316337495628212      -0.66804557548165255       0.32589594523892335     
  -143.00000000000000      -0.72020129673605715      -0.71139531934152211       0.34163900663414332     
  -142.00000000000000      -0.73590425698037720      -0.75554004707101041       0.35754042623017812     
  -141.00000000000000      -0.75022006555681509      -0.80038204117988798       0.37358082652034968     
  -140.00000000000000      -0.76310356159843518      -0.84582142772647684       0.38974066017490422     
  -139.00000000000000      -0.77451667705907101      -0.89175673730613125       0.40600023379822514     
  -137.99999999999997      -0.78442845484282830      -0.93808546381593205       0.42233973185748697     
  -137.00000000000000      -0.79281502219780509      -0.98470461723023073       0.43873924075289106     
  -136.00000000000000      -0.79965952038291932       -1.0315112667136141       0.45517877299940962     
  -135.00000000000000      -0.80495199192639555       -1.0784030705169996       0.47163829148972064     
  -133.99999999999997      -0.80868922709182423       -1.1252787892480720       0.48809773380786298     
  -133.00000000000000      -0.81087457145083830       -1.1720387792782321       0.50453703656296789     
  -132.00000000000000      -0.81151769672815710       -1.2185854632427615       0.52093615971232010     
  -131.00000000000003      -0.81063433733322765       -1.2648237748082434       0.53727511084288371     
  -130.00000000000000      -0.80824599522061324       -1.3106615751191826       0.55353396938038757     
  -129.00000000000000      -0.80437961592780405       -1.3560100385927407       0.56969291069500072     
  -128.00000000000000      -0.79906723882155450       -1.4007840060045567       0.58573223007264674     
  -127.00000000000003      -0.79234562474191816       -1.4449023030976333       0.60163236652099006     
  -126.00000000000000      -0.78425586436507222       -1.4882880232482727       0.61737392637918698     
  -124.99999999999999      -0.77484297071056796       -1.5308687730354957       0.63293770670054994     
  -124.00000000000000      -0.76415545929604634       -1.5725768798814965       0.64830471837736192     
  -123.00000000000001      -0.75224491949048611       -1.6133495612573328       0.66345620897720115     
  -122.00000000000000      -0.73916558063708115       -1.6531290552788276       0.67837368526022290     
  -121.00000000000000      -0.72497387650709566       -1.6918627128491492       0.69303893534706640     
  -119.99999999999999      -0.70972801160742971       -1.7295030518353176       0.70743405050715125     
  -119.00000000000000      -0.69348753279725273       -1.7660077740926425       0.72154144653737251     
  -118.00000000000000      -0.67631290957252521       -1.8013397464723917       0.73534388470136058     
  -117.00000000000000      -0.65826512625324729       -1.8354669472607128       0.74882449219972769     
  -116.00000000000000      -0.63940528915659978       -1.8683623797995108       0.76196678214193447     
  -114.99999999999999      -0.61979425166091029       -1.9000039553298773       0.77475467299064971     
  -114.00000000000000      -0.59949225986221455       -1.9303743473740800       0.78717250744974698     
  -113.00000000000000      -0.57855862129706415       -1.9594608202311490       0.79920507076733960     
  -112.00000000000000      -0.55705139895482758       -1.9872550344016149       0.81083760842552244     
  -111.00000000000000      -0.53502713253035472       -2.0137528319777682       0.82205584318878244     
  -110.00000000000000      -0.51254058857561613       -2.0389540052347899       0.83284599148331895     
  -108.99999999999999      -0.48964454089820136       -2.0628620518344212       0.84319477907981377     
  -108.00000000000000      -0.46638958222702326       -2.0854839202047888       0.85308945605249420     
  -107.00000000000000      -0.44282396782271094       -2.1068297487865522       0.86251781098762681     
  -106.00000000000000      -0.41899349135409020       -2.1269126029358749       0.87146818441491625     
  -105.00000000000000      -0.39494139299394271       -2.1457482133475470       0.87992948143556859     
  -104.00000000000001      -0.37070829930903093       -2.1633547199063896       0.88789118352113960     
  -103.00000000000000      -0.34633219413245975       -2.1797524248910980       0.89534335945760435     
  -102.00000000000000      -0.32184841921241691       -2.1949635594408075       0.90227667540944390     
  -101.00000000000000      -0.29728970303165841       -2.2090120671509212       0.90868240407889922     
  -100.00000000000000      -0.27268621578800223       -2.2219234085895390       0.91455243293595079     
  -99.000000000000014      -0.24806564811868481       -2.2337243904189044       0.91987927149496784     
  -98.000000000000000      -0.22345331074203381       -2.2444430226661147       0.92465605761443792     
  -97.000000000000000      -0.19887225177907164       -2.2541084075130722       0.92887656279666153     
  -96.000000000000000      -0.17434338810638914       -2.2627506627647196       0.93253519646485372     
  -95.000000000000000      -0.14988564668066057       -2.2704008829056654       0.93562700919567754     
  -94.000000000000000      -0.12551611136480717       -2.2770911403643828       0.93814769488595329     
  -92.999999999999986      -0.10125017037706556       -2.2828545292681248       0.94009359183304486     
  -92.000000000000000       -7.7101659077419019E-002  -2.2877252535848949       0.94146168270935793     
  -91.000000000000000       -5.3082992402178515E-002  -2.2917387611051554       0.94224959341243586     
  -90.000000000000000       -2.9205280857969553E-002  -2.2949319242070829       0.94245559077336682     
  -89.000000000000000       -5.4784235933217325E-003  -2.2973432677648118       0.94207857910768578     
  -87.999999999999986        1.8088828318037962E-002  -2.2990132438866429       0.94111809559464110     
  -87.000000000000000        4.1488845618530064E-002  -2.2999845523935494       0.93957430447272683     
  -86.000000000000000        6.4715139219714141E-002  -2.3003025050488306       0.93744799004174029     
  -85.000000000000000        8.7762431075612962E-002  -2.3000154305035823       0.93474054846444388     
  -84.000000000000000       0.11062678576512583       -2.2991751157027225       0.93145397836419297     
  -83.000000000000014       0.13330581119295107       -2.2978372780694367       0.92759087021882924     
  -82.000000000000000       0.15579893695570163       -2.2960620611141360       0.92315439455568271     
  -81.000000000000000       0.17810777894150759       -2.2939145441537745       0.91814828895798362     
  -80.000000000000000       0.20023659859418302       -2.2914652545292311       0.91257684389931060     
  -79.000000000000000       0.22219286492139034       -2.2887906680189016       0.90644488743014728     
  -78.000000000000000       0.24398792668690500       -2.2859736800083161       0.89975776874938473     
  -77.000000000000014       0.26563780120812880       -2.2831040263314062       0.89252134070378319     
  -76.000000000000000       0.28716408466414151       -2.2802786284945715       0.88474194127031758     
  -75.000000000000014       0.30859498666237434       -2.2776018331878527       0.87642637409023127     
  -74.000000000000000       0.32996648883641799       -2.2751855105543024       0.86758188813969650     
  -73.000000000000000       0.35132362324139771       -2.2731489696410283       0.85821615664068884     
  -72.000000000000000       0.37272186102861127       -2.2716186428564296       0.84833725533728066     
  -71.000000000000000       0.39422859503472574       -2.2707274842491447       0.83795364028747255     
  -70.000000000000000       0.41592469120265702       -2.2706140192552420       0.82707412534935099     
  -68.999999999999986       0.43790607283884686       -2.2714209766295173       0.81570785957320113     
  -68.000000000000000       0.46028528829665177       -2.2732934271780127       0.80386430474877257     
  -66.999999999999986       0.48319299650599906       -2.2763763494819358       0.79155321339959506     
  -66.000000000000000       0.50677928571197794       -2.2808115411886782       0.77878460756467394     
  -65.000000000000000       0.53121471891443284       -2.2867337971313209       0.76556875876249675     
  -64.000000000000000       0.55669097521610056       -2.2942662843870645       0.75191616959349517     
  -63.000000000000000       0.58342093046288368       -2.3035150616275444       0.73783755750529834     
  -62.000000000000000       0.61163799472083047       -2.3145627182741784       0.72334384132048890     
  -61.000000000000000       0.64159450064534351       -2.3274611507003637       0.70844613120912481     
  -59.999999999999993       0.67355891904200704       -2.3422235504980615       0.69315572287769756     
  -59.000000000000000       0.70781167041608239       -2.3588157554857796       0.67748409684172695     
  -58.000000000000000       0.74463930971410897       -2.3771472082196534       0.66144292374949409     
  -57.000000000000000       0.78432689234910458       -2.3970618776836630       0.64504407682742915     
  -56.000000000000000       0.82714838993157291       -2.4183296228886597       0.62829965262026466     
  -55.000000000000000       0.87335512031001927       -2.4406386035717067       0.61122200129687831     
  -54.000000000000000       0.92316229300380892       -2.4635894595921988       0.59382376787994684     
  -53.000000000000000       0.97673394852813844       -2.4866920686556035       0.57611794582607589     
  -52.000000000000007        1.0341667831968981       -2.5093657293607832       0.55811794442299922     
  -51.000000000000000        1.0954735865817553       -2.5309435791848829       0.53983767146880979     
  -50.000000000000000        1.1605672545683894       -2.5506819227913353       0.52129163263915690     
  -49.000000000000000        1.2292465455327917       -2.5677749000098253       0.50249504881287088     
  -48.000000000000000        1.3011848825223438       -2.5813745630631169       0.48346399239196469     
  -47.000000000000000        1.3759235306790856       -2.5906159755819602       0.46421554329283160     
  -46.000000000000000        1.4528703623485792       -2.5946464296680909       0.44476796477337671     
  -45.000000000000000        1.5313051427458337       -2.5926573603706538       0.42514089856616988     
  -43.999999999999993        1.6103918299631683       -2.5839170924946440       0.40535557788131210     
  -43.000000000000000        1.6891978160657666       -2.5678022586746834       0.38543505569901199     
  -42.000000000000000        1.7667194008781333       -2.5438256440472373       0.36540444437283343     
  -41.000000000000000        1.8419121681024542       -2.5116583782103592       0.34529116090540224     
  -40.000000000000000        1.9137244140546907       -2.4711448074243001       0.32512517035400385     
  -39.000000000000000        1.9811314429238271       -2.4223089949944390       0.30493921771676558     
  -38.000000000000000        2.0431684434294697       -2.3653525352719131       0.28476903641999690     
  -37.000000000000000        2.0989598163999124       -2.3006441252573082       0.26465351929695086     
  -36.000000000000000        2.1477432056910506       -2.2287020145911529       0.24463483589141649     
  -35.000000000000000        2.1888870345857088       -2.1501709653345871       0.22475847826231818     
  -34.000000000000000        2.2219009824223801       -2.0657956458970181       0.20507321648242524     
  -33.000000000000000        2.2464394626771531       -1.9763924463470541       0.18563094502497240     
  -32.000000000000000        2.2622987066042977       -1.8828215589813126       0.16648640253652655     
  -31.000000000000000        2.2694084619510790       -1.7859608686470558       0.14769675039608635     
  -29.999999999999996        2.2678195591957597       -1.6866828051830227       0.12932100017672624     
  -29.000000000000000        2.2576886807087102       -1.5858348886227518       0.11141928674181471     
  -28.000000000000000        2.2392616148886333       -1.4842242994616532        9.4051992116957195E-002
  -27.000000000000000        2.2128561238382747       -1.3826064683990740        7.7278735136714682E-002
  -26.000000000000004        2.1788453394711835       -1.2816774223858090        6.1157252563674630E-002
  -25.000000000000000        2.1376423659218942       -1.1820694511759333        4.5742208056630512E-002
  -24.000000000000000        2.0896865351508325       -1.0843495642231953        3.1083974970479881E-002
  -23.000000000000000        2.0354315578452904      -0.98902017812891529        1.7227446362082875E-002
  -21.999999999999996        1.9753356442841332      -0.89652149352624910        4.2109296739995666E-003
  -21.000000000000000        1.9098535434460047      -0.80723507102541470       -7.9348164772038484E-003
  -20.000000000000000        1.8394303615767256      -0.72148818447840424       -1.9187350626226927E-002
  -19.000000000000000        1.7644969686331780      -0.63955860518559526       -2.9533078305774181E-002
  -18.000000000000000        1.6854667758496862      -0.56167954477467663       -3.8967512944844754E-002
  -17.000000000000000        1.6027336632088920      -0.48804455222810339       -4.7495253277838226E-002
  -16.000000000000000        1.5166708454761721      -0.41881221915531075       -5.5129679956738106E-002
  -14.999999999999998        1.4276304843069803      -0.35411059587712584       -6.1892390919211976E-002
  -14.000000000000000        1.3359438775440555      -0.29404125936886122       -6.7812409940765928E-002
  -13.000000000000002        1.2419220820873820      -0.23868300346735272       -7.2925214362288271E-002
  -12.000000000000000        1.1458568515207408      -0.18809514322019671       -7.7271635362094387E-002
  -10.999999999999998        1.0480217926824416      -0.14232044019362097       -8.0896686998318035E-002
  -10.000000000000000       0.94867366584353752      -0.10138766526873901       -8.3848378777934496E-002
  -9.0000000000000000       0.84805377080491851       -6.5313821123752253E-002  -8.6176561350445144E-002
  -8.0000000000000000       0.74638937603508893       -3.4106049229664766E-002  -8.7931847016049836E-002
  -7.0000000000000000       0.64389516011235015       -7.7632466057306086E-003  -8.9164637156606025E-002
  -6.0000000000000000       0.54077464447543666        1.3722583556845891E-002  -8.9924278503520708E-002
  -5.0000000000000000       0.43722160413293659        3.0365225485202249E-002  -9.0258360273292718E-002
  -4.0000000000000000       0.33342144884442715        4.2183369579725530E-002  -9.0212155337805897E-002
  -3.0000000000000000       0.22955257165480594        4.9199940558337471E-002  -8.9828201216332393E-002
  -2.0000000000000000       0.12578766479386175        5.1441622704026205E-002  -8.9146011005527839E-002
  -1.0000000000000000        2.2295005061832712E-002   4.8938573503919308E-002  -8.8201900425939617E-002
   0.0000000000000000       -8.0760287916608497E-002   4.1724320542341042E-002  -8.7028914829587217E-002
   1.0000000000000000      -0.18323443761313482        2.9835382716899984E-002  -8.5715274261354363E-002
   2.0000000000000000      -0.28498596843849933        1.3309960471838134E-002  -8.4325726226451458E-002
   3.0000000000000000      -0.38585668034646387       -7.8107711285733301E-003  -8.2857278545687196E-002
   4.0000000000000000      -0.48568992663592858       -3.3482007506832237E-002  -8.1308860896585566E-002
   5.0000000000000000      -0.58432954769251233       -6.3654924512220837E-002  -7.9681038701742105E-002
   6.0000000000000000      -0.68161887848943126       -9.8276127413889303E-002  -7.7975754911646961E-002
   7.0000000000000000      -0.77739982775305172      -0.13728693734489927       -7.6196102354153278E-002
   8.0000000000000000      -0.87151202915074777      -0.18062251180150676       -7.4346127885208543E-002
   9.0000000000000000      -0.96379206763831737      -0.22821079450626647       -7.2430668479766341E-002
   10.000000000000000       -1.0540727872349402      -0.27997128924576070       -7.0455218610532888E-002
   10.999999999999998       -1.1421826900014931      -0.33581365233217875       -6.8425827731103103E-002
   12.000000000000000       -1.2279454399034393      -0.39563609929549737       -6.6349026363108327E-002
   13.000000000000002       -1.3111794895473983      -0.45932362352263556       -6.4231779139924242E-002
   14.000000000000000       -1.3916978524674977      -0.52674602810855720       -6.2081463141744397E-002
   14.999999999999998       -1.4693080486362200      -0.59775577751311892       -5.9905869932629800E-002
   16.000000000000000       -1.5438122560524226      -0.67218568311688232       -5.7713229848706998E-002
   17.000000000000000       -1.6150077063958594      -0.74984644686494906       -5.5512257261906388E-002
   18.000000000000000       -1.6826873674951612      -0.83052410031455759       -5.3312215733496621E-002
   19.000000000000000       -1.7466409592500800      -0.91397739295843006       -5.1123002157457340E-002
   20.000000000000000       -1.8066563520169381      -0.99993520397645619       -4.8955249159161919E-002
   21.000000000000000       -1.8625213964463803       -1.0880940756670421       -4.6820445145202429E-002
   21.999999999999996       -1.9140262302817430       -1.1781159944874435       -4.4731071481539909E-002
   23.000000000000000       -1.9609660994188478       -1.2696265761521828       -4.2700756295583835E-002
   24.000000000000000       -2.0031447161927800       -1.3622138431670667       -4.0744444338784672E-002
   25.000000000000000       -2.0403781559784115       -1.4554278141737409       -3.8878582194259048E-002
   26.000000000000004       -2.0724992625376872       -1.5487811511049765       -3.7121317851844700E-002
   27.000000000000000       -2.0993624923677170       -1.6417511277339811       -3.5492713282282151E-002
   28.000000000000000       -2.1208490787265539       -1.7337831858572952       -3.4014968103088572E-002
   29.000000000000000       -2.1368723385213775       -1.8242963262318692       -3.2712651720501189E-002
   29.999999999999996       -2.1473828831822015       -1.9126905332720991       -3.1612940434259572E-002
   31.000000000000000       -2.1523734336529929       -1.9983563488336853       -3.0745854886512700E-002
   32.000000000000000       -2.1518828878448040       -2.0806865867442932       -3.0144491908637799E-002
   33.000000000000000       -2.1459992567065509       -2.1590900156983830       -2.9845243263744846E-002
   34.000000000000000       -2.1348610842531963       -2.2330066394182770       -2.9887992003615353E-002
   35.000000000000000       -2.1186570089192713       -2.3019239831722067       -3.0316275179790863E-002
   36.000000000000000       -2.0976232171475182       -2.3653935771623313       -3.1177399516582056E-002
   37.000000000000000       -2.0720386879841537       -2.4230466402879651       -3.2522494447613383E-002
   38.000000000000000       -2.0422183235258533       -2.4746078476992519       -3.4406484755397697E-002
   39.000000000000000       -2.0085042871833569       -2.5199060472736572       -3.6887963100723023E-002
   40.000000000000000       -1.9712561014880812       -2.5588809006237385       -4.0028941203755698E-002
   41.000000000000000       -1.9308402526100861       -2.5915846743419144       -4.3894457615659833E-002
   42.000000000000000       -1.8876201702336346       -2.6181787849711933       -4.8552020224318766E-002
   43.000000000000000       -1.8419474650534000       -2.6389251690826896       -5.4070863236793491E-002
   43.999999999999993       -1.7941551930165589       -2.6541730475772090       -6.0521001757717567E-002
   45.000000000000000       -1.7445536791654515       -2.6643421072786260       -6.7972072599661065E-002
   46.000000000000000       -1.6934291037439271       -2.6699034603378271       -7.6491957908267322E-002
   47.000000000000000       -1.6410446807257590       -2.6713599070630853       -8.6145198711297347E-002
   48.000000000000000       -1.5876439085440492       -2.6692269947724072       -9.6991218539413102E-002
   49.000000000000000       -1.5334551078699796       -2.6640161449717716      -0.10908239245560263     
   50.000000000000000       -1.4786963293472977       -2.6562207586822990      -0.12246201344742788     
   51.000000000000000       -1.4235797357949789       -2.6463057736398246      -0.13716222506447842     
   52.000000000000007       -1.3683147276960843       -2.6347007134196896      -0.15320200492534009     
   53.000000000000000       -1.3131093491080366       -2.6217959041542471      -0.17058529648041232     
   54.000000000000000       -1.2581698272399999       -2.6079412842630485      -0.18929939427061479     
   55.000000000000000       -1.2036984029074764       -2.5934471133423402      -0.20931368904103589     
   56.000000000000000       -1.1498898505122770       -2.5785858882793309      -0.23057887201845731     
   57.000000000000000       -1.0969272335964166       -2.5635948685788970      -0.25302668170139014     
   58.000000000000000       -1.0449774862407650       -2.5486787603104033      -0.27657025184865353     
   59.000000000000000      -0.99418736265737184       -2.5340122710201105      -0.30110508729084778     
   59.999999999999993      -0.94468018222869810       -2.5197423962154102      -0.32651065711114619     
   61.000000000000000      -0.89655364600911913       -2.5059904128184707      -0.35265255590461003     
   62.000000000000000      -0.84987884316453288       -2.4928536290826182      -0.37938514697736692     
   63.000000000000000      -0.80470042551631338       -2.4804069759187999      -0.40655457022304448     
   64.000000000000000      -0.76103782006241960       -2.4687045293006009      -0.43400197519579159     
   65.000000000000000      -0.71888727908391159       -2.4577810377368912      -0.46156682874776617     
   66.000000000000000      -0.67822453407087435       -2.4476535027871176      -0.48909014734896566     
   66.999999999999986      -0.63900781732109879       -2.4383228323849044      -0.51641751628517873     
   68.000000000000000      -0.60118103544555712       -2.4297755618668235      -0.54340177950227719     
   68.999999999999986      -0.56467691356846494       -2.4219856190601199      -0.56990531217806961     
   70.000000000000000      -0.52941997012545983       -2.4149160984847726      -0.59580181993389658     
   71.000000000000000      -0.49532922390464929       -2.4085210051697956      -0.62097764072732786     
   72.000000000000000      -0.46232057326579135       -2.4027469294709021      -0.64533255508490461     
   73.000000000000000      -0.43030881994573805       -2.3975346190079496      -0.66878013532207614     
   74.000000000000000      -0.39920933552377708       -2.3928204208603314      -0.69124768346480436     
   75.000000000000014      -0.36893938748074956       -2.3885375751499440      -0.71267582026100562     
   76.000000000000000      -0.33941915447166437       -2.3846173491088480      -0.73301779418051505     
   77.000000000000014      -0.31057246790550042       -2.3809900079995954      -0.75223858040101710     
   78.000000000000000      -0.28232732026329921       -2.3775856254411600      -0.77031383653362906     
   79.000000000000000      -0.25461618082940263       -2.3743347406252848      -0.78722877545170966     
   80.000000000000000      -0.22737615758742422       -2.3711688735787453      -0.80297700721890997     
   81.000000000000000      -0.20054904071350732       -2.3680209121314095      -0.81755939280156231     
   82.000000000000000      -0.17408125899363855       -2.3648253857392829      -0.83098294283377738     
   83.000000000000014      -0.14792377605569765       -2.3615186419626029      -0.84325978580159200     
   84.000000000000000      -0.12203194886540258       -2.3580389413865150      -0.85440622203578065     
   85.000000000000000       -9.6365366706375674E-002  -2.3543264862602542      -0.86444187308022646     
   86.000000000000000       -7.0887684981126742E-002  -2.3503233972615556      -0.87338893041657395     
   87.000000000000000       -4.5566464703663732E-002  -2.3459736516854290      -0.88127150315136427     
   87.999999999999986       -2.0373025531333449E-002  -2.3412229951055399      -0.88811506101221971     
   89.000000000000000        4.7176824000938694E-003  -2.3360188372362711      -0.89394596671651660     
   90.000000000000000        2.9727184741762981E-002  -2.3303101413891172      -0.89879109031255389     
   91.000000000000000        5.4673565987306154E-002  -2.3240473156081349      -0.90267749729161539     
   92.000000000000000        7.9571529452806017E-002  -2.3171821123129757      -0.90563220198158734     
   92.999999999999986       0.10443243545913798       -2.3096675420920008      -0.90768197782752247     
   94.000000000000000       0.12926431987781137       -2.3014578061821687      -0.90885321652993944     
   95.000000000000000       0.15407189586122358       -2.2925082511518950      -0.90917182855600087     
   96.000000000000000       0.17885654204813206       -2.2827753483685012      -0.90866317818937870     
   97.000000000000000       0.20361628084534780       -2.2722166999820925      -0.90735204698591720     
   98.000000000000000       0.22834575056266837       -2.2607910723892291      -0.90526262021305792     
   99.000000000000014       0.25303617524271238       -2.2484584574488169      -0.90241849154240805     
   100.00000000000000       0.27767533599941657       -2.2351801611046560      -0.89884268191740013     
   101.00000000000000       0.30224754757488648       -2.2209189185194158      -0.89455766911982559     
   102.00000000000000       0.32673364365767488       -2.2056390343393910      -0.88958542510395289     
   103.00000000000000       0.35111097428795168       -2.1893065462835932      -0.88394745865283386     
   104.00000000000001       0.37535341841641284       -2.1718894098813086      -0.87766486133906840     
   105.00000000000000       0.39943141439206403       -2.1533577018654664      -0.87075835514453548     
   106.00000000000000       0.42331201083681091       -2.1336838394620372      -0.86324834041431686     
   107.00000000000000       0.44695894002764464       -2.1128428125955758      -0.85515494309384954     
   108.00000000000000       0.47033271555592382       -2.0908124258554874      -0.84649806043013198     
   108.99999999999999       0.49339075567203905       -2.0675735469344332      -0.83729740451242640     
   110.00000000000000       0.51608753335703283       -2.0431103581574783      -0.82757254318996876     
   111.00000000000000       0.53837475379414512       -2.0174106076665814      -0.81734293803811520     
   112.00000000000000       0.56020155954593331       -1.9904658568075209      -0.80662797915403706     
   113.00000000000000       0.58151476338012387       -1.9622717202845616      -0.79544701665214101     
   114.00000000000000       0.60225910833195662       -1.9328280956994801      -0.78381938880095681     
   114.99999999999999       0.62237755424559538       -1.9021393791752110      -0.77176444680012324     
   116.00000000000000       0.64181158970448060       -1.8702146638781652      -0.75930157624070072     
   117.00000000000000       0.66050156794251980       -1.8370679183957912      -0.74645021532643063     
   118.00000000000000       0.67838706502701618       -1.8027181420950775      -0.73322986995954020     
   119.00000000000000       0.69540725832221706       -1.7671894947822866      -0.71966012581377858     
   119.99999999999999       0.71150132298111868       -1.7305113982012683      -0.70576065753081851     
   121.00000000000000       0.72660884397421466       -1.6927186071464670      -0.69155123518506645     
   122.00000000000000       0.74067024094917377       -1.6538512482239667      -0.67705172816723480     
   123.00000000000001       0.75362720302579111       -1.6139548245681363      -0.66228210663939180     
   124.00000000000000       0.76542313046754462       -1.5730801851103009      -0.64726244071436168     
   124.99999999999999       0.77600358003565040       -1.5312834572965304      -0.63201289751072631     
   126.00000000000000       0.78531671072401976       -1.4886259424625321      -0.61655373623172804     
   127.00000000000003       0.79331372649552201       -1.4451739733914690      -0.60090530141249388     
   128.00000000000000       0.79994931259064572       -1.4009987339034489      -0.58508801447529812     
   129.00000000000000       0.80518206196029196       -1.3561760406505243      -0.56912236372755820     
   130.00000000000000       0.80897488838459419       -1.3107860876161630      -0.55302889293178914     
   131.00000000000003       0.81129542287884182       -1.2649131541402558      -0.53682818857120829     
   132.00000000000000       0.81211639005617797       -1.2186452776079937      -0.52054086592904913     
   133.00000000000000       0.81141596121319903       -1.1720738922503307      -0.50418755409407712     
